channel,coach,video_id,title,duration_min,views,in_catalog,transcribed,tagged,used_in_kb,difficulty,tags,champion_focus,summary,url
KireiLoL,KireiLoL,j0gpNrzOy28,"How to Counter Early Jungle Invades (Level 1, 2, & 3)",,,yes,yes,yes,yes,intermediate,"early_game, first_clear, pathing, jungle_tracking, counter, adapting, vision","Bel'Veth, Olaf, Karthus, Nidalee, Lillia, Brand, Kindred, Viego, Rengar, Fiora","This video teaches junglers how to effectively play against and counter early game jungle invades at levels 1, 2, and 3. It covers essential strategies such as strategic ward placement, adapting your starting camps and clear path, and understanding when to counter-invade or concede camps based on enemy movements and lane priority. The goal is to minimize losses from invades and maintain a farm advantage.",https://www.youtube.com/watch?v=j0gpNrzOy28
KireiLoL,KireiLoL,Wi4W_YGJNZA,How to Escape LOW ELO as Jungle - Midgame Guide to Master,35,,yes,yes,yes,yes,intermediate,"mid_game, macro, tracking, jungle_tracking, objectives, decision, adapting, mental, fundamentals",general,"This video focuses on the mid-game jungle macro and decision-making required to climb from Gold/Emerald to Master. Key lessons include tracking the enemy jungler, managing base timers for map tempo, and the importance of counting numbers before committing to a fight.",https://www.youtube.com/watch?v=Wi4W_YGJNZA
KireiLoL,KireiLoL,spdj5qawwEA,How to Gank Successfully: Essential Conditions and Execution,,,yes,yes,yes,yes,intermediate,"ganking, fundamentals, vision, wards, pathing, early_game, counter_ganking, decision, mindset","g, e, n, e, r, a, l","This video by KireiLoL breaks down the crucial conditions required for a successful jungle gank in League of Legends, including wave state, enemy vision, crowd control (CC), summoner spells, and damage output. It provides practical examples of gank execution and positioning, emphasizing the importance of not forcing ganks and understanding counter-gank opportunities. The key takeaway is to analyze these conditions before committing to a gank to maximize success.",https://www.youtube.com/watch?v=spdj5qawwEA
KireiLoL,KireiLoL,v3RUks__BKs,How to jungle class Lesson 1: GANKING!,66,,yes,yes,,yes,,,general,,https://www.youtube.com/watch?v=v3RUks__BKs
KireiLoL,KireiLoL,ygKgZi3TPkc,HOW TO JUNGLE FROM BEHIND AND 3 LOSING LANES? - Here is How.,31,,yes,yes,yes,yes,advanced,"adapting, mental, mindset, win_condition, decision, macro, farming, jungle_tracking, objectives, ganking, team_comp",Diana,"This video features coach KireiLoL playing Diana from a severely disadvantaged position with multiple losing lanes. He demonstrates advanced strategies for playing from behind, focusing on adaptive pathing, smart farming, objective trading, and identifying win conditions like split pushing. The key takeaway is maintaining a strong mental (""Never FF"") and making calculated decisions to turn around seemingly lost games.",https://www.youtube.com/watch?v=ygKgZi3TPkc
KireiLoL,KireiLoL,dWPk83RAhb8,How to Jungle from Behind and Carry on Kindred,41,,yes,yes,yes,yes,intermediate,"early_game, mid_game, late_game, macro, win_condition, adapting, tracking, objectives","Kindred, Lee Sin","This video demonstrates how to recover from an early game deficit by focusing on macro fundamentals, tracking the enemy jungler, and identifying team win conditions. Coach KireiLoL emphasizes the importance of playing defensively when down tempo, trading objectives effectively, and waiting for key item power spikes to turn the game around.",https://www.youtube.com/watch?v=dWPk83RAhb8
KireiLoL,KireiLoL,DJfAx7OSE4Q,How to Maintain and Snowball a Jungle Lead,35,,yes,yes,yes,yes,intermediate,"fundamentals, intermediate, pathing, ganking, counter_ganking, tracking, jungle_tracking, macro, objectives, vision","Diana, Lillia, Yasuo","Coach KireiLoL demonstrates how to maintain and snowball a lead by mastering jungle tracking and tempo. The video covers recovering from early deficits, the strategic difference between initiating and counter-ganking, and how to use vision to force favorable fights in the mid-to-late game.",https://www.youtube.com/watch?v=DJfAx7OSE4Q
KireiLoL,KireiLoL,6fiaw8CKBQE,"How to Play for Win Condition: Game Plan, Pathing & Base Timers",,,yes,yes,yes,yes,intermediate,"win_condition, pathing, routing, early_game, mid_game, macro, decision, clearing, objectives, jungle_tracking, counter_gank","g, e, n, e, r, a, l","This video teaches junglers how to consistently play for their win condition by developing a clear game plan and optimizing base timers. It emphasizes strategic pathing after kills, managing jungle tempo, and making informed decisions about when to base and which lanes to prioritize. The coach uses in-game examples to illustrate common mistakes and correct decision-making for early and mid-game scenarios.",https://www.youtube.com/watch?v=6fiaw8CKBQE
KireiLoL,KireiLoL,g0y-hvwSag4,How to Snowball After Every Kill and Objective in League of Legends Jungle,,,yes,yes,yes,yes,advanced,"macro, decision, jungle_tracking, objectives, pathing, advanced","g, e, n, e, r, a, l","This video provides an in-depth guide for junglers on how to effectively snowball after securing a kill or objective. It breaks down a systematic thought process centered around three crucial questions: whether to base, what objective or play to prioritize, and tracking the enemy jungler's position and intentions. The coach emphasizes understanding lane states, leveraging team advantages, and making calculated decisions to maintain tempo and secure further leads.",https://www.youtube.com/watch?v=g0y-hvwSag4
KireiLoL,KireiLoL,6n4tVSuiCl4,How To Unstuck At Each Rank (League of Legends Jungle Coaching),37,,yes,yes,yes,yes,intermediate,"fundamentals, mindset, jungle_tracking, objectives, macro, adapting","g, e, n, e, r, a, l","This video by Coach KireiLoL offers a comprehensive guide for League of Legends jungle players aiming to climb at any rank. It emphasizes crucial mental fortitude, consistent practice, and a process-oriented approach over immediate results. The coach breaks down specific in-game concepts, from early game pathing and ganking for lower elos to advanced objective control, jungle tracking, and lane pressure utilization for higher elos, stressing the importance of applying and reviewing knowledge.",https://www.youtube.com/watch?v=6n4tVSuiCl4
KireiLoL,KireiLoL,56JarAH_S-I,How to Win From Behind as a Jungler,40,,yes,yes,yes,yes,intermediate,"fundamentals, early_game, macro, decision, mindset, adapting","Ivern, Jinx, Garen, Nautilus, Valkos, Ari","This video teaches junglers how to maintain a positive mental attitude and make effective decisions when behind in a League of Legends game. It emphasizes adapting to the game state, focusing on objectives, and not giving up even when facing significant deficits.",https://www.youtube.com/watch?v=56JarAH_S-I
KireiLoL,KireiLoL,Z3dwmoZ_DIs,"Jarvan IV Jungle Coaching: When to Farm, Gank, and Base for Optimal Tempo",,,yes,yes,yes,yes,intermediate,"farming, ganking, pathing, tracking, objectives, decision, mindset",Jarvan IV,"This video provides practical jungle coaching on Jarvan IV, focusing on the critical decision-making between farming, ganking, and basing. KireiLoL explains how to analyze wave states, enemy vision, and jungle tracking to determine optimal gank timings versus prioritizing camp clears for experience and gold. Key takeaways include understanding tempo, playing defensively when behind, and timing bases for item power spikes before major objectives.",https://www.youtube.com/watch?v=Z3dwmoZ_DIs
KireiLoL,KireiLoL,tc0XpAhk7mk,Jungle Base Timers & Macro Fundamentals: Optimizing Your Backs,,,yes,yes,yes,yes,intermediate,"fundamentals, pathing, early_game, mid_game, late_game, objectives, macro, decision, win_condition, adapting, jungle_tracking, vision, ganking, camps, clearing, farming, teamfight","g, e, n, e, r, a, l","This video provides a practical course on optimizing jungle base timers in League of Legends. It teaches junglers how to make strategic basing decisions based on gold, objective spawns (Grubbies, Drake, Baron), camp timers, and current lane states to maximize efficiency and map presence. The coach emphasizes planning ahead, identifying win conditions, and adapting pathing to control the map and secure objectives throughout all game stages.",https://www.youtube.com/watch?v=tc0XpAhk7mk
KireiLoL,KireiLoL,VwhmEql5yOk,Jungle Champion Identity: When to Farm vs. Gank,7,,yes,yes,yes,yes,intermediate,"fundamentals, intermediate, champion, ganking, farming, early_game, pathing, clear_speed, decision, win_condition","Kha'Zix, Rek'Sai, Lillia","This video explains the concept of Champion Identity for junglers, focusing on when to prioritize farming versus ganking based on your champion's strengths (e.g., early gankers like Rek'Sai vs. farm-to-six champions like Kha'Zix). It emphasizes the importance of not over-forcing ganks, maintaining high tempo and clear speed, and staying alive to secure your champion's win condition.",https://www.youtube.com/watch?v=VwhmEql5yOk
KireiLoL,KireiLoL,3TiClwpBHuo,Jungle Coaching: Deep Wave Understanding for Ganks and Macro,,,yes,yes,yes,yes,intermediate,"fundamentals, early_game, ganking, macro, pathing, jungle_tracking, objectives",Volibear,"This video provides a practical course on deep wave understanding for junglers, focusing on how to recognize different wave states (like bouncing and slow pushes) and leverage them for successful ganks and overall macro play. The coach explains how wave states create lane vulnerability, influence jungle pathing, and dictate objective timing, especially in the early game. Key takeaways include using wave knowledge to identify kill opportunities, make efficient base timings, and pressure the enemy jungler through invasions.",https://www.youtube.com/watch?v=3TiClwpBHuo
KireiLoL,KireiLoL,4UkL27tBrYQ,Jungle Coaching: The 'What and When' Concept for Game Plans and Win Conditions,,,yes,yes,yes,yes,intermediate,"fundamentals, decision, win_condition, macro, pathing, ganking, objectives, early_game, mid_game, adapting","Caitlyn, Yorick, Ash, Camille","This video introduces the 'What and When' concept for League of Legends jungle, a framework for making informed decisions after every kill, objective, or base. It emphasizes identifying and playing for your team's win condition, managing tempo through efficient pathing and base timings, and adapting your strategy based on lane states and enemy jungler's movements. The coach demonstrates how to apply this mindset to maximize impact and avoid random, unproductive plays.",https://www.youtube.com/watch?v=4UkL27tBrYQ
KireiLoL,KireiLoL,mYlvViM80j4,"Jungle Fundamentals Guide: Base Timers, Tempo, Objectives, and 1v9 Carrying",35,,yes,yes,yes,yes,intermediate,"fundamentals, pathing, jungle_tracking, ganking, objectives, macro","Viego, general","This video is a comprehensive jungle fundamentals guide by KireiLoL, demonstrating how to '1v9' games through strategic decision-making. It covers crucial concepts like optimal pathing based on lane priority, jungle tracking, abusing tempo with precise base timers, and effective ganking strategies. The guide also delves into mid-to-late game macro, including objective control, adapting game plans, and leveraging Baron buff for pushing leads and closing out games.",https://www.youtube.com/watch?v=mYlvViM80j4
KireiLoL,KireiLoL,K9bwO_LEyiw,"Jungle Fundamentals to Win in Emerald Elo: Macro, Decision-Making, and Carrying with Any Build",34,,yes,yes,yes,yes,intermediate,"fundamentals, decision, macro, jungle_tracking, objectives, pathing, ganking, vision, win_condition, early_game, mid_game, late_game, mindset","Rek'Sai, Fizz, Wukong","This video by KireiLoL demonstrates how to consistently win in Emerald Elo by focusing on jungle fundamentals, decision-making, and macro play, even with a suboptimal champion build. The coach, playing AP Rek'Sai, highlights key concepts such as jungle tracking, tempo management, objective prioritization, and playing for win conditions. He emphasizes that strong macro and consistent fundamental application are more crucial for climbing than perfect item builds or blaming teammates.",https://www.youtube.com/watch?v=K9bwO_LEyiw
KireiLoL,KireiLoL,T7k-_XfAILA,Jungle Fundamentals You NEED to Master - Jungle Coaching,55,,yes,yes,yes,yes,intermediate,"fundamentals, decision, mindset, jungle_tracking, macro, ganking",Lillia,"This coaching session focuses on helping a Lilia jungle player overcome mental blocks and refine decision-making to climb to GM. The coach introduces key concepts like understanding the 'turn-based' nature of the jungle, the importance of having a clear game plan (PCA framework), and learning to trust one's own judgment over teammate pings. The video emphasizes building consistent habits and structured review to achieve long-term improvement.",https://www.youtube.com/watch?v=T7k-_XfAILA
KireiLoL,KireiLoL,_QPYvnzKxY8,Jungle Fundamentals: How to Carry Low ELO Games (Diamond Smurf POV),,,yes,yes,yes,yes,intermediate,"fundamentals, early_game, pathing, ganking, objectives, jungle_tracking, decision, win_condition, adapting, mental, macro, clearing, camps, tracking",general,"This video by KireiLoL, played on a Diamond 3 smurf as Z, teaches fundamental jungle concepts to consistently carry games in lower elos. Key takeaways include identifying win conditions, optimal base timings for item advantage, effective jungle tracking, and adapting pathing based on lane states and enemy movements. The coach emphasizes decision-making, objective control, and communicating with teammates to maximize win probability.",https://www.youtube.com/watch?v=_QPYvnzKxY8
KireiLoL,KireiLoL,8nSzcPfqXAU,"Jungle Fundamentals: Pre-Game Planning, Tracking, and Objective Control",,,yes,yes,yes,yes,intermediate,"fundamentals, early_game, ganking, jungle_tracking, objectives, macro, decision, win_condition, adapting, matchup, champion, mental, pathing, clearing, mid_game, teamfight","Udyr, general","This video provides a practical guide to jungle decision-making, covering crucial aspects from pre-game planning to mid-game objective control. The coach emphasizes identifying win conditions, tracking the enemy jungler, executing ganks effectively, and making smart post-kill and objective-focused decisions. Key takeaways include constant threat assessment, effective communication with laners, and adapting to game state to maximize impact.",https://www.youtube.com/watch?v=8nSzcPfqXAU
KireiLoL,KireiLoL,Wa4MLBCndxI,Jungle Gank Execution and Mid-Game Macro Fundamentals by KireiLoL,,,yes,yes,yes,yes,intermediate,"ganking, gank_timing, mid_game, macro, jungle_tracking, objectives, decision, fundamentals","g, e, n, e, r, a, l","This video by KireiLoL focuses on practical gank execution, emphasizing pre-game analysis of drafts and matchups, understanding wave states, and cutting off enemy escape paths. It also covers crucial mid-game fundamentals, including decision-making after kills, objective control, jungle tracking, and advanced macro strategies to close out games effectively. The coach highlights the importance of smart play, risk assessment, and proper communication over simply fighting.",https://www.youtube.com/watch?v=Wa4MLBCndxI
KireiLoL,KireiLoL,aBtsBD_mwE4,"Jungle Ganking Fundamentals: Pathing, Timing, and Skirmish Concepts",,,yes,yes,yes,yes,intermediate,"ganking, pathing, vision, jungle_tracking, early_game, decision, fundamentals, counter_gank","g, e, n, e, r, a, l","This video covers essential jungle ganking concepts for climbing, focusing on effective gank pathing to dodge vision and cut off enemy escape routes. It emphasizes optimal gank timing, specifically when enemy laners are focused on last hitting, and outlines crucial pre-gank conditions like wave state, enemy jungle tracking, and ward awareness. The coach also details skirmish target priority, advising to focus enemy carries or junglers over supports in early game engagements.",https://www.youtube.com/watch?v=aBtsBD_mwE4
KireiLoL,KireiLoL,GrlYItFK0zk,Jungle Tracking and Playing for Win Condition with Skarner,,,yes,yes,yes,yes,intermediate,"win_condition, jungle_tracking, pathing, routing, ganking, objectives, decision, adapting, farming, macro, fundamentals, intermediate, early_game, mid_game, late_game, mindset",Skarner,"This video teaches junglers how to effectively track the enemy jungler and play for their team's win condition throughout the game. It covers making strategic game plans, adapting pathing based on lane states and tempo, and making crucial basing decisions to maximize gold efficiency and item power spikes. Key takeaways include constant lane awareness, proactive pinging to manage teammate safety, and understanding when to engage or disengage from fights.",https://www.youtube.com/watch?v=GrlYItFK0zk
KireiLoL,KireiLoL,PzwOD6jom8U,"KireiLoL Hecarim Jungle Coaching: Mastering Decision Making, Pathing, and Tempo",,,yes,yes,yes,yes,advanced,"decision, jungle_tracking, pathing, tempo, ganking, objectives",Hecarim,"This video features KireiLoL reviewing his own Hecarim jungle POV from a high-kill game, breaking down his real-time decision-making. He explains his thought process on pathing, gank execution, jungle tracking, tempo management, and objective control, emphasizing how to identify win conditions and adapt to game states. Key takeaways include understanding wave states, leveraging item power spikes, and setting up for major objectives like Baron.",https://www.youtube.com/watch?v=PzwOD6jom8U
KireiLoL,KireiLoL,FW5WVyRkS_A,KireiLoL's Guide to Champion Mastery for Challenger Rank,,,yes,yes,yes,yes,advanced,"champion, matchup, decision, mental, mindset, advanced, ganking, tracking",Nidalee,"This video by KireiLoL outlines a crucial four-step process for achieving Champion Mastery, essential for reaching Challenger rank. It emphasizes learning from top players like Canyon by proactively visualizing plays and comparing them to professional execution. Key takeaways include understanding your champion's damage limits, practicing optimal ability usage, and actively limit testing in games to internalize advanced mechanics and decision-making.",https://www.youtube.com/watch?v=FW5WVyRkS_A
KireiLoL,KireiLoL,OYNYBPTkPo0,League of Legends Jungle Fundamentals in Korean Solo Queue with KireiLoL,31,,yes,yes,yes,yes,intermediate,"fundamentals, basics, beginner, early_game, ganking, macro, decision, win_condition","general, Warwick, Zac, Aatrox, Ahri, Siloas","This video focuses on fundamental jungle concepts within Korean Solo Queue, emphasizing decision-making, win conditions, and gank execution. The coach highlights how understanding these core principles, even with imperfect teammates, is crucial for climbing and improving macro play.",https://www.youtube.com/watch?v=OYNYBPTkPo0
KireiLoL,KireiLoL,4wg0nAM8Lgg,Lee Sin Jungle Fundamentals: 3-Camp Base Strategy and Mid-Lane Synergy,32,,yes,yes,yes,yes,intermediate,"fundamentals, pathing, 3_camp, early_game, ganking, objectives, macro, jungle_tracking","Lee Sin, Nocturne, Twisted Fate","This guide demonstrates how to carry from the jungle by utilizing a 3-camp base strategy for an early item advantage and playing around mid-lane priority. It emphasizes the importance of tempo, objective control, and effective communication with teammates to maintain a lead and close out games.",https://www.youtube.com/watch?v=4wg0nAM8Lgg
KireiLoL,KireiLoL,7dx3pdLTvjg,Mastering Baron Execution: The 'Push and Hide' Baiting Strategy,,,yes,yes,yes,yes,advanced,"objectives, baron, macro, vision, grouping, decision, team_comp, advanced, teamfight","Bard, Ezreal, Lilia, K'Sante, Ahri, Taliyah, Thresh","This video teaches advanced strategies for executing and baiting around Baron, emphasizing its use as a 'fishing' tool. It covers using wave control to gain river vision, clearing enemy wards, and employing a 'push and hide' tactic to bait opponents into face-checking or engaging disadvantageously. The coach stresses the importance of team communication and having champions capable of turning on the enemy for successful objective plays.",https://www.youtube.com/watch?v=7dx3pdLTvjg
KireiLoL,KireiLoL,z2_In7-gR0Q,Mastering Jungle Base Timers: 5 Crucial Situations for Optimal Play,,,yes,yes,yes,yes,intermediate,"fundamentals, decision, macro, pathing, objectives, win_condition","g, e, n, e, r, a, l","This video teaches junglers the critical importance of base timers and outlines five key situations for when to base. It covers basing when low HP, for item power spikes, for time efficiency, to align with your win condition pathing, and before objectives spawn. Mastering these timings ensures junglers are always strong and ready for crucial map plays, leading to more impactful contributions.",https://www.youtube.com/watch?v=z2_In7-gR0Q
KireiLoL,KireiLoL,1ogwfu5sODg,"Mastering Jungle Tracking: Warding, Pathing, Gank Timers & Wave States",,,yes,yes,yes,yes,intermediate,"fundamentals, early_game, pathing, tracking, jungle_tracking, vision, wards, ganking, gank, matchup, matchups, decision","g, e, n, e, r, a, l","This video provides a comprehensive guide to jungle tracking, emphasizing its importance for saving lives and gaining ELO. It covers predicting enemy jungler movements from level 1 warding and leash tells, understanding champion-specific pathing, and utilizing gank timers, CS counts, and wave states to anticipate ganks and counter-play. The coach also highlights the importance of effective communication through pings to alert teammates.",https://www.youtube.com/watch?v=1ogwfu5sODg
KireiLoL,KireiLoL,tqrIiqO5jaE,Mastering Tempo in Jungle: Achieving Comebacks and Carrying Losing Lanes,32,,yes,yes,yes,yes,intermediate,"fundamentals, tempo, macro, decision, adapting, jungle_tracking, win_condition, objectives, clearing, ganking, mindset","Amumu, Elise","This video teaches how to master tempo in the jungle, focusing on making significant gold comebacks and carrying games with losing lanes. The coach demonstrates crucial decision-making regarding basing, clearing, and making plays, emphasizing the importance of jungle tracking and effective pinging. He illustrates these concepts by playing with self-imposed handicaps (one hand, no pings) to highlight the power of strong fundamentals and adapting to challenging game states.",https://www.youtube.com/watch?v=tqrIiqO5jaE
KireiLoL,KireiLoL,p_Hk7lp5KE4,Mid-Game Fundamentals: The Power of Counting Numbers and Tempo,38,,yes,yes,yes,yes,intermediate,"fundamentals, mid_game, macro, pathing, early_game, objectives, grouping, decision",Viego,"This video focuses on the most critical mid-game fundamental: counting numbers to determine whether to take a fight. Coach KireiLoL demonstrates how to maintain tempo through efficient clearing and basing, while emphasizing the importance of side-lane pressure and grouping for objectives based on numerical advantages.",https://www.youtube.com/watch?v=p_Hk7lp5KE4
KireiLoL,KireiLoL,ZBKr-SEuX70,Mid-Game Objective Prioritization: Recognizing What to Play For,,,yes,yes,yes,yes,intermediate,"mid_game, objectives, decision, macro, win_condition, team_comp, adapting, vision, ganking, dive, herald, dragon, baron, late_game","Jarvan IV, Jax, Renekton, Akali, Syndra, Tristana, Braum, Ezreal","This video teaches how to recognize what to play for in the mid-game, focusing on objective prioritization and trading. It emphasizes evaluating team strength, win conditions, tempo, and cooldowns to decide whether to fight for an objective or trade it for an advantage elsewhere. Key takeaways include prioritizing the second Herald for mid tower, understanding when to hit side towers, and establishing vision control for Baron in the late game.",https://www.youtube.com/watch?v=ZBKr-SEuX70
KireiLoL,KireiLoL,fqU4bySpR2c,No BS 1-Hour Guide To Actually Climbing With Jungle,45,,yes,yes,,yes,,,general,,https://www.youtube.com/watch?v=fqU4bySpR2c
KireiLoL,KireiLoL,0Skwr4YbT7w,Perma Gank Jungle Playstyle: Achieving 1 Kill Per Minute as Jarvan IV,43,,yes,yes,yes,yes,intermediate,"ganking, mindset, early_game, mid_game, vision, decision, adapting, matchup",Jarvan IV,"This video demonstrates an aggressive 'perma gank' jungle playstyle, aiming for one kill per minute as Jarvan IV. The coach explains how to identify volatile lanes, check for enemy wards, and leverage wave states and summoner spell cooldowns to create constant gank opportunities. While emphasizing an aggressive mindset, the video also touches on adapting to game states and playing around strong laners.",https://www.youtube.com/watch?v=0Skwr4YbT7w
KireiLoL,KireiLoL,-I-S7cbFrKc,"Practical Jungle Coaching: Level 1 Warding, Camera Control, and Advanced Jungle Tracking",,,yes,yes,yes,yes,intermediate,"fundamentals, basics, intermediate, early_game, vision, wards, tracking, jungle_tracking, decision, win_condition, macro, objectives, ganking, counter_gank, teamfighting, mental","Lillia, Viego, Jhin, general","This video, part of a practical course, focuses on crucial jungle fundamentals including effective level one warding, optimal camera control, and advanced enemy jungle tracking. The coach emphasizes how gathering information leads to better decision-making, playing for your team's win condition, and leveraging man advantage in skirmishes and objective control. It also covers strategic base timings, item spikes, and adapting game plans based on lane states and objective timers to consistently improve your win rate.",https://www.youtube.com/watch?v=-I-S7cbFrKc
KireiLoL,KireiLoL,slYBGqCWMts,Practical Jungle Tracking: Early to Mid-Game Decision Making,,,yes,yes,yes,yes,intermediate,"jungle_tracking, tracking, early_game, mid_game, pathing, decision, macro",Kha'Zix,"This video provides a practical course on jungle tracking, emphasizing its importance for denying enemy kills and carrying games. It covers early game strategies like level one warding and predicting enemy paths based on lane states, and extends to mid-game macro decisions such as invading, ganking, and managing waves. The coach stresses consistent pinging and adapting playstyle based on jungler location and lane priority to maintain an advantage.",https://www.youtube.com/watch?v=slYBGqCWMts
KireiLoL,KireiLoL,jpM0iOSrGg0,"The Only Jungle Guide You Need to Climb: Big Picture, Champion Mastery, and Game Plans",41,,yes,yes,yes,yes,intermediate,"fundamentals, intermediate, macro, ganking, objectives, team_comp","general, assassins","This video offers a comprehensive jungle guide to help players climb, focusing on three core pillars: 'Big Picture Understanding' (draft analysis, lane volatility, team composition), 'Champion Mastery' (knowing strengths, weaknesses, and item spikes), and 'Generating a Lead' (effective ganking conditions and execution). It emphasizes the critical role of game plans, optimal base timers around objectives, and consistent application of these fundamentals to secure advantages and win games.",https://www.youtube.com/watch?v=jpM0iOSrGg0
KireiLoL,KireiLoL,1N2t85s_AXs,The Ping Pong Strategy: Mid-Game Macro for Junglers,,,yes,yes,yes,yes,advanced,"advanced, mid_game, macro, objectives, ganking, pathing, grouping, decision, vision",general,"This video by KireiLoL explains the ""Ping Pong"" strategy, a crucial mid-game macro concept for junglers. It involves using a winning lane's priority to create man advantage in another lane or for objectives, then transferring that pressure. The coach details conditions for execution, jungler and laner responsibilities, and advanced applications for competitive play.",https://www.youtube.com/watch?v=1N2t85s_AXs
KireiLoL,KireiLoL,XeDz45ySYIU,"The What, How, When Concept: Mid Game Macro for Challenger Jungle",,,yes,yes,yes,yes,intermediate,"mid_game, objectives, macro, decision, grouping, team_comp, win_condition, fundamentals","Ziggs, Renekton, Kha'Zix","This video introduces the ""What, How, When"" concept for mid-game decision-making in League of Legends, emphasizing its importance for climbing to Challenger. It teaches players how to identify objectives and strong teammates (""What""), execute plays with proper team coordination and mid-lane priority (""How""), and manage wave states and tempo around objectives (""When""). Key takeaways include securing mid-lane push before Herald/Baron and utilizing ""basing on fresh waves"" for optimal objective control.",https://www.youtube.com/watch?v=XeDz45ySYIU
KireiLoL,KireiLoL,n62xv_LZLaA,The WWE Concept: What and When to Play For as a Jungler (Early & Mid Game Decision Making),,,yes,yes,yes,yes,advanced,"fundamentals, early_game, mid_game, ganking, farming, pathing, jungle_tracking, decision, macro, tempo, objectives, win_condition","g, e, n, e, r, a, l","This video introduces the 'WWE concept' (What and When) for junglers, a crucial framework for high-level decision-making. It teaches how to analyze wave states, manage tempo, and track the enemy jungler to identify optimal times for ganks, farming, or objectives. By understanding what to play for and when, junglers can consistently gain leads and influence games towards victory.",https://www.youtube.com/watch?v=n62xv_LZLaA
KireiLoL,KireiLoL,stLT4arGlKs,"Top 3 Jungle Fundamentals: Generating, Maintaining, and Snowballing a Lead",34,,yes,yes,yes,yes,intermediate,"fundamentals, pathing, early_game, macro, jungle_tracking, mindset, objectives","Jarvan IV, Kayn","Coach KireiLoL breaks down the three essential pillars for climbing: generating, maintaining, and snowballing a lead. Using Jarvan IV gameplay in an Emerald/Diamond lobby, he demonstrates how to punish enemy mistakes, manage tempo through efficient basing, and use communication to keep teammates safe while ahead.",https://www.youtube.com/watch?v=stLT4arGlKs
KireiLoL,KireiLoL,BCJHRhrxbH8,Understanding Pathing Options and Win Conditions as a Jungler,,,yes,yes,yes,yes,intermediate,"win_condition, pathing, early_game, ganking, jungle_tracking, macro, objectives, vision, decision, adapting, full_clear, matchup","Graves, general","This video provides a practical course on understanding jungle pathing options and identifying win conditions in League of Legends. The coach demonstrates how to adapt jungle routes, make invade decisions, and communicate with the team through pings, all while prioritizing the identified win condition lane. Key takeaways include jungle tracking, tempo management, and strategic clearing for optimal impact.",https://www.youtube.com/watch?v=BCJHRhrxbH8
KireiLoL,KireiLoL,5pqfQUd_qbU,Understanding Tempo and Map Advantage in League of Legends Mid-Game,,,yes,yes,yes,yes,advanced,"mid_game, macro, decision, objectives, jungle_tracking, ganking, farming, advanced",general,"This video defines 'tempo' in League of Legends as an individual's map state and ability to make the first move. It explains four crucial types of 'down tempo' – jungle, objective, base, and death – detailing how to recognize them and adjust play to avoid disadvantage. The core lesson emphasizes understanding map turns and communicating with teammates to leverage or mitigate tempo advantages, crucial for high-level play.",https://www.youtube.com/watch?v=5pqfQUd_qbU
KireiLoL,,mx4i9tRexVQ,#1 Complete Fullclear guide (99% Fullclear wrong) - Here is Why,31,,,,,,,,,,https://www.youtube.com/watch?v=mx4i9tRexVQ
KireiLoL,,hz9Ob9AjCrw,#1 Fundamental hack to print LP (BROKEN),17,,,,,,,,,,https://www.youtube.com/watch?v=hz9Ob9AjCrw
KireiLoL,,66oaE8k28zI,13 Years of Challenger Jungle Knowledge in 56 Mins,56,,,,,,,,,,https://www.youtube.com/watch?v=66oaE8k28zI
KireiLoL,,a1OvR_xFNzw,15M RULE vs RANK 1 - ABUSE THIS NOW,23,,,,,,,,,,https://www.youtube.com/watch?v=a1OvR_xFNzw
KireiLoL,,aiuYA3oP3Qg,1v9 Consistently As Jungle (instant results if applied),30,,,,,,,,,,https://www.youtube.com/watch?v=aiuYA3oP3Qg
KireiLoL,,aqBiy6MBcUw,2 BROKEN Fundamentals I Used To Hit CHALLENGER In Season 16,26,,,,,,,,,,https://www.youtube.com/watch?v=aqBiy6MBcUw
KireiLoL,,EHesRV_bT2I,2 Fundamentals to get MASTER - How to Climb Low Elo in League of Legends,26,,,,,,,,,,https://www.youtube.com/watch?v=EHesRV_bT2I
KireiLoL,,ItTNMUw8Um8,3 BROKEN Jungle Fundamentals to Unstuck,28,,,,,,,,,,https://www.youtube.com/watch?v=ItTNMUw8Um8
KireiLoL,,RDHQ5Gw5FKM,3 BROKEN Tips to Climb in Jungle,27,,,,,,,,,,https://www.youtube.com/watch?v=RDHQ5Gw5FKM
KireiLoL,,E5fGGHi9PTE,3 COMMON MISTAKES in LOW ELO -  START DOING THIS INSTEAD!,25,,,,,,,,,,https://www.youtube.com/watch?v=E5fGGHi9PTE
KireiLoL,,9Rjcj3A1aic,3 Fundamentals to Climb to master,21,,,,,,,,,,https://www.youtube.com/watch?v=9Rjcj3A1aic
KireiLoL,,llpNUzLsOTM,3 LOSING LANES COMEBACK GUIDE,25,,,,,,,,,,https://www.youtube.com/watch?v=llpNUzLsOTM
KireiLoL,,BCb3bOKWDp4,3 Simple Fundamentals 90% Fail (THE REASON You're Stuck),22,,,,,,,,,,https://www.youtube.com/watch?v=BCb3bOKWDp4
KireiLoL,,M83pMuvFIhk,4 FUNDAMENTALS THAT WILL WIN YOU MORE GAMES,26,,,,,,,,,,https://www.youtube.com/watch?v=M83pMuvFIhk
